ingredient_name;synonym_name;
МАНКЕТТИ МАСЛО; Manketti oil, Масло манкетти
МАННИТОЛ; Mannitol, Маннит, Сахарный спирт
МАННУРОНАТ МЕТИЛСИЛАНОЛ НАТРИЯ; Sodium methylsilanol mannuronate
МАНУКА; Manuka, Leptospermum scoparium
МАНУКИ ЭФИРНОЕ МАСЛО; Manuka essential oil, Масло мануки
МАРАКУЙА; Passionfruit, Passiflora edulis
МАРГАРИНОВАЯ КИСЛОТА; Margaric acid, Гептадекановая кислота
МАРГАРИТКИ МАСЛО (МАЦЕРАТ); Daisy oil, Bellis perennis macerate
МАРГАРИТКИ ЭКСТРАКТ; Daisy extract, Экстракт маргаритки
МАРОККАНСКАЯ ГЛИНА; Moroccan clay, Глина риад
МАРОККАНСКОЙ РОМАШКИ ЭФИРНОЕ МАСЛО; Moroccan chamomile oil, Ormenis multicaulis oil
МАРУЛЫ МАСЛО; Marula oil, Масло марулы
МАСЛО АБРИКОСОВЫХ КОСТОЧЕК; Apricot kernel oil, Prunus armeniaca oil
МАСЛО АБРИКОСОВЫХ КОСТОЧЕК ПОЛИГЛИЦЕРИЛОВЫЙ ЭФИР; Apricot kernel polyglyceryl esters
МАСЛО БАБАССУ; Babassu oil, Orbignya oleifera oil
МАСЛО БАЛЬЗАМА ПЕРУАНСКОГО; Peru balsam oil, Myroxylon pereirae oil
МАСЛО БЕЛОЙ БЕРЕЗЫ; White birch oil, Betula alba oil
МАСЛО ЗЕРЕН КОФЕ АРАБИКА; Coffee arabica seed oil
МАСЛО КАРИТЭ; Shea butter, Butyrospermum parkii oil
МАСЛО КАСТОРОВОЕ ГИДРОГЕНИЗИРОВАННОЕ; Hydrogenated castor oil
МАСЛО КОРИЦЫ; Cinnamon oil, Масло корицы
МАСЛО КОРИЧНОЕ ИЗ КОРЫ; Cinnamon bark oil, Cinnamomum zeylanicum oil
МАСЛО ЛИСТЬЕВ КОРИЦЫ; Cinnamon leaf oil
МАСЛО МИНДАЛЬНОЕ; Almond oil, Prunus dulcis oil
МАСЛО МИХЕЛИИ ЧАМПАКА; Champaca oil, Michelia champaca oil
МАСЛО МОЖЖЕВЕЛЬНИКА; Juniper berry oil, Juniperus communis oil
МАСЛО ОЛИВЫ (БЕЗ САПОНИНОВ); Saponin-free olive oil
МАСЛО ПЛОДОВ ТОМАТА; Tomato seed oil, Solanum lycopersicum oil
МАСЛО РАПСА/МАСЛО ТУТОВОГО ДЕРЕВА СОПОЛИМЕР; Rapeseed/Mulberry oil copolymer
МАСЛО РИСОВЫХ ОТРУБЕЙ; Rice bran oil
МАСЛО РОМАШКИ АПТЕЧНОЙ; Chamomile oil, Matricaria chamomilla oil
МАСЛО САФЛОРА КРАСИЛЬНОГО; Safflower oil, Carthamus tinctorius oil
МАСЛО СЕМЯН КУНЖУТА; Sesame seed oil
МАСЛО СЕМЯН МАКА ВОСТОЧНОГО; Poppy seed oil, Papaver orientale oil
МАСЛО СЕМЯН САНДАЛОВОГО ДЕРЕВА; Sandalwood seed oil
МАСЛО СЕМЯН ТМИНА; Nigella Sativa Seed Oil, Black Cumin Seed Oil, Black Caraway Oil, Fennel Flower Oil, Масло черного тмина, Масло нигеллы, Масло чернушки
МАСЛО ЦВЕТКОВ ТМИНА; Caraway Flower Oil, Caraway Essential Oil, Масло цветков тмина, Эфирное масло тмина
МАСЛО ЦВЕТОВ КАЛЕНДУЛЫ; Calendula Officinalis Flower Oil, Marigold Oil, Масло календулы, Масло ноготков
МАСЛО ШИ; Shea Butter, Butyrospermum Parkii Butter, Масло ши, Масло карите
МАСЛО ШИ, КАРИТЭ; Shea Butter, Butyrospermum Parkii Butter, Масло ши, Масло карите
МАСЛО ЭВКАЛИПТА; Eucalyptus Globulus Leaf Oil, Eucalyptus Oil, Эфирное масло эвкалипта, Масло эвкалипта
МАСЛО ЯБЛОКА; Pyrus Malus (Apple) Oil, Malus Domestica Oil, Масло яблока, Яблочное масло
МАСЛЯНОГО ДЕРЕВА ПОРОШОК; Powdered Oil Tree Extract, Порошок масляного дерева
МАТОЧНОЕ МОЛОЧКО; Royal Jelly, Gelee Royale, Маточное молочко
МАТРИКСИЛ СИНТЕ 6; Matrixyl Synthe’6™, Palmitoyl Tripeptide-38, Матриксил Синтэ 6
МАТЬ-И-МАЧЕХА; Tussilago Farfara Extract, Coltsfoot Extract, Extractum Farfarae, Farfarae Extractum, Huflattich, Мать-и-мачеха
МАТЬ-И-ММАЧЕХИ ГИДРОЛАТ; Coltsfoot Hydrosol, Tussilago Farfara Hydrosol, Гидролат мать-и-мачехи
МАТЭ АБСОЛЮТ; Mate Absolute, Ilex Paraguariensis Absolute, Yerba Mate Absolute, Абсолют матэ
МАФУРА МАСЛО; Mafura Butter, Trichilia Emetica Seed Oil, Cape Mahogany Oil, Масло мафура
МАШ; Mung Bean, Vigna Radiata, Зеленая фасоль, Маш
МЕД; Honey, Mel, Мёд
МЕДЬ КОЛЛОИДНАЯ; Colloidal Copper, Copper Nanoparticles, Коллоидная медь
МЕЛИССА ЛЕКАРСТВЕННАЯ (ЛИМОННЫЙ БАЛЬЗАМ) ПОРОШОК ИЗ ЛИСТЬЕВ; Lemon Balm Leaf Powder, Melissa Officinalis Leaf Powder, Порошок листьев мелиссы
МЕЛИССА ЛЕКАРСТВЕННАЯ ЭКСТРАКТ ЛИСТЬЕВ; Melissa Officinalis Leaf Extract, Lemon Balm Extract, Экстракт листьев мелиссы
МЕЛИССЫ ГИДРОЛАТ; Lemon Balm Hydrosol, Melissa Officinalis Hydrosol, Гидролат мелиссы
МЕЛИССЫ СУХОЙ ЭКСТРАКТ; Melissa Officinalis Dry Extract, Сухой экстракт мелиссы
МЕЛИССЫ ЭФИРНОЕ МАСЛО; Melissa Officinalis Essential Oil, Lemon Balm Essential Oil, Эфирное масло мелиссы
МЕЛКОГО ПОМОЛА СЕМЕНА ПРОСА; Millet Seed Powder, Порошок семян проса
МЕНТИЛАНТРАНИЛАТ; Menthyl Anthranilate, Ментилантранилат
МЕНТИЛАЦЕТАТ; Menthyl Acetate, Ментил ацетат
МЕНТИЛЛАКТАТ; Menthyl Lactate, Ментил лактат
МЕНТОЛ; Menthol, Ментол
МЕТИЛ 2-ОКТИОНАТ; Methyl 2-Octynoate, Метил 2-октионат
МЕТИЛАНТРАНИЛАТ; Methyl Anthranilate, Метилантранилат
МЕТИЛГЛИЦИН; Methylglycine, N-Methylglycine, Метилглицин
МЕТИЛГЛЮКОЗИД СЕСКВИСТЕАРАТ; Methyl Glucoside Sesquistearate, Метилглюкозид сесквистеарат
МЕТИЛГЛЮЦЕТ; Methyl Gluceth, Метилглюцет
МЕТИЛИЗОТИАЗОЛИНОН; Methylisothiazolinone, Метилизотиазолинон
МЕТИЛКОКОИЛТАУРАТ НАТРИЯ; Sodium Methyl Cocoyl Taurate, Натрия метилкокоилтаурин
МЕТИЛПАРАБЕН; Methylparaben, Метилпарабен
МЕТИЛПРОПАНДИОЛ; Methylpropanediol, Метилпропандиол
МЕТИЛРИЦИНОЛЕАТ; Methyl Ricinoleate, Метилрицинолеат
МЕТИЛСАЛИЦИЛАТ; Methyl Salicylate, Метилсалицилат
МЕТИЛХЛОРОИЗОТИАЗОЛИНОН; Methylchloroisothiazolinone, MCI, Метилхлороизотиазолинон
МЕТИЛЦЕЛЛЮЛОЗА; Methylcellulose, Метилцеллюлоза
МЕТИОНИН; Methionine, L-Methionine, Метионин
МЕТОКСИ ПЭГ-16 МАЛЕТ НАТРИЯ/СТИРИН СУЛЬФОНАТ СОПОЛИМЕР; Sodium Methoxy PEG-16 Maleate/Styrene Sulfonate Copolymer, Сополимер метокси ПЭГ-16 малеата натрия и стиролсульфоната
МИКА; Mica, Слюда
МИКРОКРИСТАЛЛИЧЕСКАЯ ЦЕЛЛЮЛОЗА; Microcrystalline Cellulose, MCC, Микрокристаллическая целлюлоза
МИКРОКРИСТАЛЛИЧЕСКИЙ ВОСК; Microcrystalline Wax, Cera Microcristallina, Микрокристаллический воск
МИМОЗЫ (АКАЦИИ) ЭФИРНОЕ МАСЛО; Acacia Dealbata Oil, Mimosa Essential Oil, Эфирное масло мимозы
МИМОЗЫ ЭКСТРАКТ; Mimosa Extract, Acacia Dealbata Extract, Экстракт мимозы
МИНДАЛЬ ГОРЬКИЙ ЭКСТРАКТ ЦВЕТОВ; Bitter Almond Flower Extract, Prunus Amygdalus Amara Flower Extract, Экстракт цветов горького миндаля
МИНДАЛЬ ГОРЬКИЙ ЭФИРНОЕ МАСЛО; Bitter Almond Oil, Prunus Amygdalus Amara Oil, Масло горького миндаля
МИНДАЛЬНАЯ КИСЛОТА; Mandelic Acid, Альфа-гидроксикислота миндальная
МИНДАЛЬНАЯ СКОРЛУПА; Almond Shell, Almond Shell Powder, Миндальная скорлупа
МИНДАЛЯ КОСТОЧЕК ЭКСТРАКТ; Almond Kernel Extract, Prunus Amygdalus Dulcis Kernel Extract, Экстракт косточек миндаля
МИНДАЛЯ СЛАДКОГО МАСЛО; Sweet Almond Oil, Prunus Amygdalus Dulcis Oil, Масло сладкого миндаля
МИНЕРАЛЬНОЕ МАСЛО; Mineral Oil, Paraffinum Liquidum, Жидкий парафин
МИНЕРАЛЬНЫЕ ПИГМЕНТЫ; Mineral Pigments, Неорганические пигменты, Минеральные красители
МИНЕРАЛЬНЫЕ СОЛИ; Mineral Salts, Неорганические соли
МИНИРАЛЫ МЕРТВОГО МОРЯ; Dead Sea Minerals, Минералы Мертвого моря
МИРИСТАМИДОПРОПИЛ ПГ-ДИМОНИУМ ХЛОРИД ФОСФАТ; Myristamidopropyl PG-Dimonium Chloride Phosphate, Мириcтамидопропил ПГ-димоний хлорид фосфат
МИРИСТАМИН ОКСИД; Myristamine Oxide, Оксид мириcтамина
МИРИСТАТ; Myristate, Соли и эфиры миристиновой кислоты
МИРИСТИЛ ЛАКТАТ; Myristyl Lactate, Лактат миристила
МИРИСТИЛ МИРИСТАТ; Myristyl Myristate, Миристат миристила
МИРИСТИЛОВЫЙ СПИРТ; Myristyl Alcohol, 1-Tetradecanol, Миристиловый спирт
МИРИСТИЛОВЫЙ ЭФИР ПРОПИОНАТА ППГ-2; PPG-2 Myristyl Ether Propionate, Пропионат миристилового эфира ППГ-2
МИРИСТИНОВАЯ КИСЛОТА; Myristic Acid, Tetradecanoic Acid, Миристиновая кислота
МИРИСТОИЛПЕНТАПЕПТИД-17; Myristoyl Pentapeptide-17, Пентапептид-17 миристоила
МИРИСТОИЛСАРКОЗИНАТ НАТРИЯ; Sodium Myristoyl Sarcosinate, Натрия миристоилсаркоцинат
МИРР ЭФИРНОЕ МАСЛО; Myrrh Essential Oil, Commiphora Myrrha Oil, Эфирное масло мирры
МИРРЫ ГИДРОЛАТ; Myrrh Hydrosol, Commiphora Myrrha Hydrosol, Гидролат мирры
МИРРЫ СВЕРХ КРИТИЧЕСКИЙ CO2 ЭКСТРАКТ; Myrrh CO2 Extract, Commiphora Myrrha CO2 Extract, Сверхкритический CO2 экстракт мирры
МИРРЫ ЭФИРНОЕ МАСЛО; Myrrh Essential Oil, Commiphora Myrrha Oil, Эфирное масло мирры
МИРТ АРАБСКИЙ ЭКСТРАКТ; Myrtus Communis Extract, Myrtle Extract, Экстракт мирта арабского
МИРТА ЛИМОННОГО ЭФИРНОЕ МАСЛО; Lemon Myrtle Essential Oil, Backhousia Citriodora Oil, Эфирное масло лимонного мирта
МИТР ОБЫКНОВЕННЫЙ МАСЛО; Myrtus Communis Oil, Масло мирта обыкновенного
МОВРА МАСЛО; Mowrah Butter, Madhuca Longifolia Seed Butter, Масло мавра
МОЖЖЕВЕЛЬНИК ОБЫКНОВЕННЫЙ ЭКСТРАКТ; Juniperus Communis Extract, Экстракт можжевельника
МОЖЖЕВЕЛЬНИК ОБЫКНОВЕННЫЙ ЭКСТРАКТ ЯГОД; Juniper Berry Extract, Juniperus Communis Fruit Extract, Экстракт ягод можжевельника
МОЖЖЕВЕЛЬНИКА ГИДРОЛАТ; Juniper Hydrosol, Juniperus Communis Hydrosol, Гидролат можжевельника
МОЖЖЕВЕЛЬНИКА СМОЛА; Juniper Resin, Смола можжевельника
МОЖЖЕВЕЛЬНИКА ЭФИРНОЕ МАСЛО; Juniper Essential Oil, Juniperus Communis Oil, Эфирное масло можжевельника
МОЛОКА ГИДРОЛИЗАТ; Milk Hydrolysate, Hydrolyzed Milk Protein, Гидролизат молока
МОЛОКО КОЗЬЕ; Goat Milk, Caprae Lac, Козье молоко
МОЛОКО КОРОВЬЕ; Cow Milk, Bovine Milk, Коровье молоко
МОЛОКО ОСЛИНОЕ; Donkey Milk, Асинское молоко
МОЛОКО СУХОЕ; Dry Milk, Powdered Milk, Сухое молоко
МОЛОЧНАЯ КИСЛОТА; Lactic Acid, Молочная кислота
МОЛОЧНАЯ СЫВОРОТКА; Milk Serum, Whey, Молочная сыворотка
МОЛОЧНЫЙ ЭМУЛЬГАТОР; Milk Emulsifier, Эмульгатор на основе молока
МОНАРДЫ ДУДЧАТОЙ ЭФИРНОЕ МАСЛО; Monarda Fistulosa Essential Oil, Эфирное масло монарды
МОНОЙ ДЕ ТАИТИ МАСЛО; Monoi de Tahiti Oil, Coconut Oil Tiare, Масло монои де Таити
МОНОСТЕАРАТ ГЛИЦЕРИНА; Glyceryl Monostearate, Глицерил моностеарат
МОРИНГИ МАСЛО; Moringa Oil, Moringa Oleifera Seed Oil, Масло моринги
МОРКОВИ МАСЛО (МАЦЕРАТ); Carrot Oil (Macerate), Daucus Carota Oil, Масло моркови (мацерат)
МОРКОВИ СЕМЯН ЭФИРНОЕ МАСЛО; Carrot Seed Essential Oil, Daucus Carota Sativa Seed Oil, Эфирное масло семян моркови
МОРОШКА ЭКСТРАКТ ЯГОД; Cloudberry Fruit Extract, Rubus Chamaemorus Extract, Экстракт ягод морошки
МОРОШКИ МАСЛО; Cloudberry Oil, Rubus Chamaemorus Seed Oil, Масло морошки
МОРСКАЯ СОЛЬ; морская соль, sea salt, sel marin, sal marina, соль океаническая, соль из моря
МОРСКИЕ ВОДОРОСЛИ; морские водоросли, seaweed, algae, морская альга, marine algae, морская капуста
МОРСКИХ ВОДОРОСЛЕЙ МАСЛО; масло морских водорослей, seaweed oil, algae oil, marine algae oil
МОРСКОЙ ИЛ; морской ил, sea mud, marine mud, грязь морская, морская лечебная грязь
МОРФОЛИН; морфолин, morpholine, 1-oxa-4-azacyclohexane
МОЧЕВИНА; мочевина, urea, carbamide, карбамид, синтетическая мочевина
МУКА ИЗ ТАПИОКИ; мука из тапиоки, tapioca flour, маниоковая мука, cassava flour
МУКА МИНДАЛЬНАЯ; миндальная мука, almond flour, almond meal, измельчённый миндаль
МУКА ПОЛБЯНАЯ; полбяная мука, spelt flour, dinkel flour, мука из полбы
МУКА ЯЧМЕННАЯ; ячменная мука, barley flour, мука из ячменя
МУРАВЬИНАЯ КИСЛОТА; муравьиная кислота, formic acid, methanoic acid
МУРУМУРУ МАСЛО; масло мурумуру, murumuru butter, astrocaryum murumuru seed butter
МУСКАТНОГО ОРЕХА ГИДРОЛАТ; гидролат мускатного ореха, nutmeg hydrosol, гидролат myristica fragrans
МУСКАТНОГО ОРЕХА ЭКСТРАКТ; экстракт мускатного ореха, nutmeg extract, экстракт myristica fragrans
МУСКАТНОГО ОРЕХА ЭФИРНОЕ МАСЛО; эфирное масло мускатного ореха, nutmeg essential oil, myristica fragrans oil
МУЦИНОВАЯ КИСЛОТА; муциновая кислота, mucin acid (возможное название), слизевая кислота (возможный перевод)
МЫЛЬНАЯ ОСНОВА CRYSTAL OV; мыльная основа Crystal OV, Crystal OV soap base, прозрачная основа OV
МЫЛЬНАЯ ОСНОВА CRYSTAL SLS FREE; мыльная основа без SLS, Crystal SLS Free soap base, sls-free soap base
МЫЛЬНАЯ ОСНОВА CRYSTAL WST БЕЛАЯ; белая мыльная основа WST, Crystal WST White, white soap base WST
МЫЛЬНАЯ ОСНОВА КРЕМООБРАЗНАЯ Crystal OPC; кремовая мыльная основа OPC, Crystal OPC, creamy soap base
МЫЛЬНАЯ ОСНОВА, CRYSTAL NCO; мыльная основа NCO, Crystal NCO soap base, natural crystal opaque
МЫЛЬНЫЙ ОРЕХ; мыльный орех, soapnut, soap nut, reetha, sapindus mukorossi
МЫЛЬНЯНКА ЛЕКАРСТВЕННАЯ ЭКСТРАКТ; экстракт мыльнянки, soapwort extract, saponaria officinalis extract
МЫЛЬНЯНКИ ГИДРОЛАТ; гидролат мыльнянки, soapwort hydrosol, floral water saponaria
МЭЛТИНГ СЕНСЕЙШЕН; Melting Sensation, Мэлтинг Сенсейшен (торговое название, уточнение нужно)
МЯТА КУДРЯВАЯ СОК ЛИСТВЕННЫЙ; сок листьев кудрявой мяты, curled mint leaf juice, spearmint juice
МЯТА КУДРЯВАЯ ЭФИРНОЕ МАСЛО; эфирное масло кудрявой мяты, spearmint essential oil, mentha spicata oil
МЯТА ПЕРЕЧНАЯ; мята перечная, peppermint, mentha piperita, мята холодная
МЯТА ПУЛЕГИЕВАЯ МАСЛО; эфирное масло мяты пулегиевой, pennyroyal oil, mentha pulegium oil
МЯТА ЯПОНСКАЯ ЭФИРНОЕ МАСЛО; японская мята масло, japanese mint oil, mentha arvensis oil
МЯТЫ ПЕРЕЧНОЙ ГИДРОЛАТ; гидролат мяты перечной, peppermint hydrosol, mentha piperita floral water
МЯТЫ ПЕРЕЧНОЙ ЭФИРНОЕ МАСЛО; эфирное масло мяты перечной, peppermint essential oil, mentha piperita oil
Мумиё; мумие, mumiyo, shilajit, asphaltum, минеральная смола
НАЙОЛИ ЭФИРНОЕ МАСЛО; эфирное масло найоли, niaouli essential oil, melaleuca viridiflora oil
НАРЦИССА ЭФИРНОЕ МАСЛО; эфирное масло нарцисса, narcissus essential oil, narcissus poeticus oil
НАСТОЙКА КАЛЕНДУЛЫ; настойка календулы, calendula tincture, настой цветков ноготков
НАСТОЙКА РОМАШКИ; настойка ромашки, chamomile tincture, matricaria tincture
НАСТОЙКА СЕМЯН МУСКАТНИКА ДУШИСТОГО; tincture of nutmeg seeds, мускатник настойка, fragrant nutmeg tincture
НАСТОЙКА ЭХИНАЦЕИ ОБЫЧНОЙ; настойка эхинацеи, echinacea tincture, echinacea angustifolia tincture
НАСТОЙКА ЭХИНАЦЕИ ПУРПУРНОЙ; настойка эхинацеи пурпурной, echinacea purpurea tincture, пурпурная эхинацея настойка
НАТРИЕВАЯ СОЛЬ ПИРРОЛИДОНКАРБОНОВОЙ КИСЛОТЫ; sodium PCA, натриевая соль пирролидонкарбоновой кислоты, sodium pyroglutamate
НАТРИЙ; натрий, sodium, sodium ion, Na
НАТРИЙ ПАЛЬМОВОГО МАСЛА; sodium palmate, натриевая соль пальмового масла
НАТРИЙ ПЭГ-7 КАРБОКСИЛАТ ОЛИВКОВОГО МАСЛА; sodium PEG-7 olive oil carboxylate, оливковый ПАВ, натриевая соль оливкового масла
НАТРИЯ АКРИЛАТ/НАТРИЯ АКРИЛОИЛДИМЕТИЛ ТАУРАТ СОПОЛИМЕР; sodium acrylate/sodium acryloyldimethyl taurate copolymer, сополимер натрия
НАТРИЯ АЦЕТАТ; sodium acetate, ацетат натрия
НАТРИЯ БЕНЗОАТ; sodium benzoate, бензоат натрия
НАТРИЯ ГИАЛУРОНАТ; sodium hyaluronate, гиалуронат натрия, соль гиалуроновой кислоты
НАТРИЯ ГИДРОСКИМЕТИЛГЛИЦИНАТ; sodium hydroxymethylglycinate, гидроксиметилглицинат натрия, консервант
НАТРИЯ ИЗОСТЕАРИЛ ЛАКТАТ; sodium isostearyl lactylate, изостеарил лактат натрия
НАТРИЯ КАРБОКСИМЕТИЛ БЕТА-ГЛЮКАН; sodium carboxymethyl beta-glucan, карбоксиметил бета-глюкан натрия
НАТРИЯ КОКЕТСУЛЬФАТ; sodium coco-sulfate, кокосульфат натрия, ПАВ из кокосового масла
НАТРИЯ КОКОИЛ ГЛЮТАМАТ; sodium cocoyl glutamate, глутамат натрия кокосовый, mild surfactant
НАТРИЯ КОКОИЛ ИЗЕТИОНАТ; sodium cocoyl isethionate, изетионат натрия кокосовый, мягкий ПАВ
НАТРИЯ ЛАКТАТ; sodium lactate, лактат натрия, увлажнитель
НАТРИЯ МЕТАБИСУЛЬФИТ; sodium metabisulfite, метабисульфит натрия, консервант
НАТРИЯ МЕТАФОСФАТ; sodium metaphosphate, метафосфат натрия
НАТРИЯ МИРИСТОИЛ САРКОЗИНАТ; sodium myristoyl sarcosinate, саркозинат натрия, мягкий ПАВ
НАТРИЯ СТЕАРОИЛ ГЛЮТАМАТ; sodium stearoyl glutamate, стеароит глутамат натрия, эмульгатор
НАТРИЯ СУЛЬФАТ; sodium sulfate, сульфат натрия
НАТРИЯ ФИТОАТ; sodium phytate, фитат натрия, антиоксидант
НАТРИЯ ЦИТРАТ; sodium citrate, цитрат натрия, регулятор pH
НАТРИЯ ЭДТА; disodium EDTA, ЭДТА натрия, этилендиаминтетраацетат натрия
НЕВЕН ЭКСТРАКТ; экстракт ноготков, calendula extract, экстракт calendula officinalis
НЕКТАРИНА ЭКСТРАКТ; экстракт нектарина, nectarine extract, prunus persica var. nucipersica extract
НЕЛЬСОНА ЭКСТРАКТ; экстракт нельсона, nelsonia extract (уточнение нужно)
НЕФРИТОВАЯ ПУДРА; нефритовая пудра, jade powder, jade stone powder
НЕФТЕПРОДУКТЫ; нефтепродукты, petroleum derivatives, нефтяные ингредиенты
НИАЦИНАМИД; ниацинамид, niacinamide, витамин B3, никотинамид
НИМ ЭКСТРАКТ; экстракт нима, neem extract, azadirachta indica extract
НИМ ЭФИРНОЕ МАСЛО; эфирное масло нима, neem essential oil, azadirachta indica oil
НИМФЕИ ЭКСТРАКТ; экстракт нимфеи, water lily extract, нимфея экстракт
НИМФЕИ ЭФИРНОЕ МАСЛО; эфирное масло нимфеи, water lily essential oil (редко используется)
НИСИН; нисин, nisin, консервант, антимикробный пептид
НИТРИЛОТРИУКСУСНАЯ КИСЛОТА; nitrilotriacetic acid, NTA, комплексообразователь
НОГОТКОВ ГИДРОЛАТ; гидролат ноготков, calendula hydrosol, floral water calendula
НОГОТКОВ ЭКСТРАКТ; экстракт ноготков, calendula extract, calendula officinalis extract
НОРИ ВОДОРОСЛИ; нори, nori seaweed, porphyra seaweed
НОРИ ЭКСТРАКТ; экстракт нори, nori extract, porphyra extract
НОРИ ЭФИРНОЕ МАСЛО; эфирное масло нори (редко встречается), nori essential oil
НОСОРОГА КРОВЬ (ШУНГИТ); кровь носорога, rhino blood (устаревший или мифический ингредиент), шунгит
НУКЛЕОТИДЫ; нуклеотиды, nucleotides, ДНК и РНК компоненты
ОБЛЕПИХА ГИДРОЛАТ; гидролат облепихи, sea buckthorn hydrosol, hippophae rhamnoides water
ОБЛЕПИХА ЭКСТРАКТ; экстракт облепихи, sea buckthorn extract, hippophae rhamnoides extract
ОБЛЕПИХИ МАСЛО; масло облепихи, sea buckthorn oil, hippophae rhamnoides oil
ОБЛЕПИХИ СО2 ЭКСТРАКТ; CO2-экстракт облепихи, sea buckthorn CO2 extract
ОБЛЕПИХИ ЭФИРНОЕ МАСЛО; эфирное масло облепихи, sea buckthorn essential oil (редко применяется)
ОГУРЕЧНИКА ЛЕКАРСТВЕННОГО ЭКСТРАКТ; экстракт огуречника, borage extract, borago officinalis extract
ОГУРЦА ЭКСТРАКТ; экстракт огурца, cucumber extract, cucumis sativus extract
ОДУВАНЧИКА ЭКСТРАКТ; экстракт одуванчика, dandelion extract, taraxacum officinale extract
ОДУВАНЧИКА ЭФИРНОЕ МАСЛО; эфирное масло одуванчика, dandelion essential oil (редко встречается)
ОЗОКЕРИТ; озокерит, ozokerite, земляной воск, минеральный воск
ОКСИД АЛЮМИНИЯ; оксид алюминия, aluminum oxide, alumina, глинозем
ОКСИД ЖЕЛЕЗА; оксид железа, iron oxide, CI 77491, CI 77492, CI 77499
ОКСИД ЦИНКА; оксид цинка, zinc oxide, ZnO, антибактериальный агент, физический фильтр
ОЛЕИНОВАЯ КИСЛОТА; олеиновая кислота, oleic acid, жирная кислота
ОЛЕИЛОВЫЙ СПИРТ; олеиловый спирт, oleyl alcohol, эмолент
НАТРИЯ КОКОАМФОАЦЕТАТ; sodium cocoamphoacetate, мягкий ПАВ
НАТРИЯ КОКОИЛСАРКОЗИНАТ; sodium cocoyl sarcosinate, мягкий ПАВ, очищение кожи
НАТРИЯ ЛАУРИЛЛАКТАТ; sodium lauryl lactylate, ПАВ и эмульгатор
НАТРИЯ ЛАУРИЛСУЛЬФАТ; sodium lauryl sulfate, сильный ПАВ, может вызывать раздражение
НАТРИЯ МАЛАТ; sodium malate, малат натрия, регулятор pH, увлажнитель
НАТРИЯ МЕТАФОСФАТ; sodium metaphosphate, метафосфат натрия, антикоррозийный агент
НАТРИЯ ОЛЕАТ; sodium oleate, олеат натрия, эмульгатор, поверхностно-активное вещество
НАТРИЯ ПЕРБОРАТ; sodium perborate, перборат натрия, окислитель, отбеливатель
НАТРИЯ ПЕРСУЛЬФАТ; sodium persulfate, персульфат натрия, окислитель, может вызывать аллергию
НАТРИЯ ПОЛИАКРИЛАТ; sodium polyacrylate, абсорбент, стабилизатор, пленкообразователь
НАТРИЯ С12-13 ПАРЕТСУЛЬФАТ; sodium C12-13 pareth sulfate, ПАВ
НАТРИЯ С14-16 ОЛЕФИНСУЛЬФОНАТ; sodium C14-16 olefin sulfonate, очищающий компонент, ПАВ
НАТРИЯ САЛИЦИЛАТ; sodium salicylate, противовоспалительное, производное салициловой кислоты
НАТРИЯ СЕСКВИКАРБОНАТ; sodium sesquicarbonate, буфер и смягчающий агент
НАТРИЯ СТЕАРОЛГЛУТАМАТ; sodium stearoyl glutamate, эмульгатор, стабилизатор
НАТРИЯ ФТОРИД; sodium fluoride, фторид натрия, противокариесный агент
НАТРИЯ ЦЕТИЛ СУЛЬФАТ; sodium cetyl sulfate, ПАВ, эмульгатор
НЕЙЛОН-12; nylon-12, текстуризатор, придаёт мягкость и скольжение
НЕОМЫЛЯЕМАЯ ФРАКЦИЯ МАСЛА ЗАРОДЫШЕЙ ПШЕНИЦЫ; unsaponifiables of wheat germ oil, антиоксидант, смягчающее средство
НЕОПЕНТИЛГЛИКОЛЬ ДИГЕПТАНОАТ; neopentyl glycol diheptanoate, эмолент, делает кожу гладкой
НЕОРУСКОГЕНИН; neoruscogenin, венотоник, может использоваться в средствах от отёков
НЕРОЛИ ГИДРОЛАТ; neroli hydrosol, успокаивающий гидролат из цветков апельсина
НЕРОЛИ ЭФИРНОЕ МАСЛО; neroli essential oil, эфирное масло цветков апельсина, антисептик, аромат
НЕРОЛИЕВОЕ МАСЛО; синоним нероли, эфирное масло из цветков Citrus aurantium
НИАУЛИ ЭФИРНОЕ МАСЛО; niaouli essential oil, обладает антисептическими свойствами
НИАЦИН (НИКОТИНОВАЯ КИСЛОТА); niacin (nicotinic acid), витамин B3, улучшает кровообращение, осветляет кожу
НИККОГАРД; Nikkoguard (брендовый консервант или антимикробный агент, нужно уточнение состава)
НИККОЛИПИД 81S; niccolipid 81S (торговое название липидного компонента, нужно уточнение состава)
НИМ МАСЛО; neem oil, азадирахтовое масло, антибактериальное, противовоспалительное
НИМА ПОРОШОК; neem powder, порошок листьев нима
НИТРИД БОРА; boron nitride, придаёт шелковистость, оптический эффект soft focus
НИТРОЗАМИН; nitrosamines, потенциально канцерогенные примеси, нежелательны
НИТРОЦЕЛЛЮЛОЗА; nitrocellulose, плёнкообразователь, используется в лаках
НОНАДИЕНАЛЬ; nonadienal, ароматизатор (альдегид), часто с запахом огурца
НОНИ МАСЛО; noni oil, масло плодов моринды цитрусолистной, питает кожу
НОНИ ЭКСТРАКТ ЛИСТЬЕВ; noni leaf extract, экстракт листьев моринды
